,location,text,location2,point,latitude,longitude,altitude
5653,"El Daqahlia, Egypt","@ElSaka I am the Egyptian citizen, apologize to you with all my heart for this unfortunate scene, and most Egyptian… https://t.co/UxwA4w5NN5","مديرية أمن الدقهلية, شارع الجمهورية, خامس صيام, المنصورة, الدقهلية, 35681, Egypt / مصر","(31.0470918, 31.379440419357067, 0.0)",31.0470918,31.379440419357067,0.0
5662,"East Coast, USA",Italy went from Northern Italy shut down to all of Italy shut down in about 36 hours. Are you prepared here in Amer… https://t.co/W71eP31Hze,"East Coast, Marlton Pike, Marlton, Camden, Camden County, New Jersey, 08105, United States of America","(39.94236755, -75.08758735, 0.0)",39.94236755,-75.08758735,0.0
5664,Monaco,Looooooool the world is done,Monaco,"(43.7323492, 7.4276832, 0.0)",43.7323492,7.4276832,0.0
5674,"London, England",#Biorxivorg #journal presented #findings that #indicated the #coronavirus appeared to be #engineered with… https://t.co/D7iaNltcyU,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
5681,Britain,Stay Healthy #coronavirus 😷💊🥦🧴🍄🥗🍒🍏❤️,United Kingdom,"(55.367000000000004, -3.96141844454237, 0.0)",55.367000000000004,-3.96141844454237,0.0
5697,♊️♊️♏️,@tylerthecreator But Tyler....coronavirus....🥺,"Torre Azul, Avenida Abraham Calazacón, Caminos Vecinales, Santo Domingo de los Tsachilas, Santo Domingo, Santo Domingo de los Tsáchilas, 230201, Ecuador","(-0.2390409, -79.1726346, 0.0)",-0.2390409,-79.1726346,0.0
5706,United States,Idiot leader never had an ounce of dignity or leadership in him.,United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
5718,"New York, NY","Your top 7 coronavirus questions from the past day, answered https://t.co/DFzG2NT5tW","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
5720,"Phoenix, AZ",Canadian health officials said that two passengers who flew from from Phoenix Sky Harbor International Airport at t… https://t.co/FD0aCxs3Ch,"Phoenix, Maricopa County, Arizona, United States of America","(33.4484367, -112.0741417, 0.0)",33.4484367,-112.0741417,0.0
5733,"Bay Village, OH",Narcissists are going to be narcissistic,"Bay Village, Cuyahoga County, Ohio, 44140, United States of America","(41.4849875, -81.920832, 0.0)",41.4849875,-81.920832,0.0
5748,Tampa,Port Tampa Bay launching new safety measure to protect against coronavirus https://t.co/obD8XlU5is,"Tampa, Hillsborough County, Florida, United States of America","(27.9477595, -82.458444, 0.0)",27.9477595,-82.458444,0.0
5751,"Hells Hollow, NH",@DrOz: Could you be at risk for #coronavirus? Take this 3-question quiz to help assess your risk:… https://t.co/y5bFIexVBX,"Hell's Hollow, Rome, Floyd County, Georgia, 30161, United States of America","(34.2606543, -85.1659326, 0.0)",34.2606543,-85.1659326,0.0
5758,South Alabama,WHAT?? Americans can die from disease and the Left won't consider even a temporary border closure? He wants to be P… https://t.co/HUHuBDszUs,"South Alabama, Genesee County, New York, United States of America","(43.0736518, -78.3356849, 0.0)",43.0736518,-78.3356849,0.0
5760,"İstanbul, Türkiye",CORONAVIRUS UPDATES - A German tourist on holiday in the Turkish Republic of Northern Cyprus was diagnosed with cor… https://t.co/2oRsYZ9gx9,"İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye","(41.0096334, 28.9651646, 0.0)",41.0096334,28.9651646,0.0
5761,United States,".@DailyCaller is reporting a handful of public officials as being infected with #COVID2019 , but have results been… https://t.co/eZPAs9qEJ2",United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
5762,"Busan, Republic of Korea",I am 100% certain that purely the combined cosmic energies and rage armys have towards corona for making namjoon cr… https://t.co/Q2O4TrSWxR,"부산, 대한민국","(35.1799528, 129.0752365, 0.0)",35.1799528,129.0752365,0.0
5764,Florida,Airport Says DHS Is Not Screening People Coming Into US From Coronavirus Stricken Italy Or South Korea https://t.co/X94iwIHeEg,"Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
5785,United States,"#coronavirus random event or biological weapon? 

👇🏼👇🏼",United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
5788,UK,The U.K.’s financial watchdog says it’s working closely with the financial services sector to ensure an effective r… https://t.co/IN3Vfno1td,United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
5789,"New South Wales, Australia",@PalmerReport @realDonaldTrump He is the President of the United States for god sake and should act like it‼️It’s C… https://t.co/py56TiWG8p,"New South Wales, Australia","(-31.8759835, 147.2869493, 0.0)",-31.8759835,147.2869493,0.0
5792,Chicago,".@SITEGlobal has created a Flipboard to which we’re uploading reliable, relevant content on the #Coronavirus and it… https://t.co/xYs1nas48a","Chicago, Cook County, Illinois, United States of America","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,0.0
5797,Melbourne,terrifying thread re #coronavirus in Italy @VictorianCHO @JennyMikakos #medtwitter #covid19australia,"City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",-37.8142176,144.9631608,0.0
5801,"Huntington, West Virginia",Will Marshall University shut down after spring break due to the fear of Coronavirus spreading?,"Huntington, Cabell County, West Virginia, United States of America","(38.4192496, -82.445154, 0.0)",38.4192496,-82.445154,0.0
5808,"Crawfordsville, IN",No tornado damage or coronavirus can put a total halt on the @TinPanSouth Songwriters Festival.… https://t.co/EbcDFhiyiK,"Crawfordsville, Montgomery County, Indiana, 47933, United States of America","(40.0401991, -86.8990249, 0.0)",40.0401991,-86.8990249,0.0
5818,"Surrey, UK",Why are you on the roof..?,"Surrey, South East, England, United Kingdom","(51.2715316, -0.3414523511290909, 0.0)",51.2715316,-0.3414523511290909,0.0
5820,UK,Need Help Funding Big Government Services Contracts Relating To Novel Coronavirus? Call 03330 113622… https://t.co/HYA9SYziMd,United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
5822,London,Coronavirus is impacting markets but will it impact the UK #BudgetSpeech2020  https://t.co/F6AjWVjvEl,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0.0
5823,"Cedar Rapids, Iowa",Postmates begins ‘non-contact’ option as coronavirus spreads https://t.co/kU82AhJN5p,"Cedar Rapids, Iowa, United States of America","(41.9758872, -91.6704053, 0.0)",41.9758872,-91.6704053,0.0
5825,Right here↩,@WHOSEARO @WHO @WHOThailand @WHOMaldives @WHOIndonesia @WHOTimorLeste @WHOSriLanka 1. The Epidemiological Character… https://t.co/s5VppRX5tk,"Shoes Right Here, OR 99, Grants Pass, Josephine County, Oregon, 97506, United States of America","(42.42482835, -123.32814009114388, 0.0)",42.42482835,-123.32814009114388,0.0
5853,Birmingham,UPDATED Coronavirus (COVID-19) guidelines have been issued for parishes. Please read these carefully:… https://t.co/81G098Isw6,"Birmingham, West Midlands Combined Authority, West Midlands, England, United Kingdom","(52.4796992, -1.9026911, 0.0)",52.4796992,-1.9026911,0.0
5861,Whoville,"@KenFX4 Here, genius, bookmark this statement from 13 days ago and “check it” to see how it panned out:

“Within a… https://t.co/LCn1YgKDeS","Whoville, Colonial St / Wisteria Lane, NBC/Universal Studios, Hollywood Hills, Los Angeles, Los Angeles County, California, 90068-1106, United States of America","(34.1367146, -118.34692028697219, 0.0)",34.1367146,-118.34692028697219,0.0
5862,Hampton Nh,"@realDonaldTrump @foxandfriends @CNN Impeached 
Spiral stock mkt
No coronavirus strategy
BLUE 2020","Hampton, Rockingham County, New Hampshire, 03842, United States of America","(42.9304376, -70.824896, 0.0)",42.9304376,-70.824896,0.0
5873,new york city,Via @crooksandliars: Trish Regan: Democrats Are Using The Coronavirus To Destroy Donald Trump… https://t.co/CRJiwr77AI,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
5880,"Mumbai, India",To Skip The Coronavirus Awareness caller tune start. Press # As Soon As The Audio Starts. The Dialled Number Starts… https://t.co/p46QcsaqHX,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
5891,"Alexandria, VA","I hate that it is always ""TRUMP!"" (especially from media) but drive through testing seems like a pretty damn good i… https://t.co/dZV1wwZWWw","Alexandria, Virginia, 22314, United States of America","(38.8051095, -77.0470229, 0.0)",38.8051095,-77.0470229,0.0
5903,"New York, NY","Italy puts entire country on #coronavirus lockdown: New York Daily News https://t.co/jfs6YOXVIT

MORE w/ EcoSearch… https://t.co/2t55B9U0QD","New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
5905,Newcastle upon Tyne,"@DavidLammy In the time since Coronavirus has surfaced, ten thousand people have died from flu.
Shall we delay it b… https://t.co/mBJFOG4mUn","Newcastle upon Tyne, Tyne and Wear, North East England, England, United Kingdom","(54.9738474, -1.6131572, 0.0)",54.9738474,-1.6131572,0.0
5907,University of Antwerp,"lessons - speed is essential, with broad involvement of the population","Campus Middelheim Universiteit Antwerpen, Lindendreef, Middelheim, Antwerpen, Vlaanderen, 2020, België - Belgique - Belgien","(51.1844033, 4.420116607295645, 0.0)",51.1844033,4.420116607295645,0.0
5909,"Florida, USA","The amount of money allotted for #teacher raises could be changing again, as #Florida legislators reassess the budg… https://t.co/v2yIMqm98G","Florida, United States of America","(27.7567667, -81.4639835, 0.0)",27.7567667,-81.4639835,0.0
5923,"Waterloo, Canada ",Coronavirus: Doctor says high blood pressure a major death risk https://t.co/li2BQFnIyY,"Waterloo, Waterloo Region, Southwestern Ontario, Ontario, Canada","(43.466874, -80.524635, 0.0)",43.466874,-80.524635,0.0
5926,United States,"Yes, and I do believe so. Everything 45 dollar bill is,become and does is on the Senate GOP and Moscow Mitch",United States,"(39.7837304, -100.4458825, 0.0)",39.7837304,-100.4458825,0.0
5952,In a meeting,Apple giving retail and hourly workers unlimited sick leave for coronavirus-like symptoms https://t.co/Bs4ubyFHNW,"1, Meeting Street, THE VILLAGE TANNIN, Orange Beach, Baldwin County, Alabama, 36561, United States of America","(30.260642, -87.627833, 0.0)",30.260642,-87.627833,0.0
5959,"Syracuse, NY",Someone doesn’t know how percentages work I guess,"Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244, 0.0)",43.0481221,-76.1474244,0.0
5982,"Jaora, India","Coronavirus Quarantine Rule for 700 Samsung Display Engineers in Vietnam Could Impact 2020 Smartphone Launches  
https://t.co/OfQhJ9AJuB","Jaora, Jaora Tahsil, Ratlam, Madhya Pradesh, 457226, India","(23.6379392, 75.1281756, 0.0)",23.6379392,75.1281756,0.0
5983,Kyanja,Employment opportunity..... The lucky person could be on your timeline......😅,"Kyanja, Masaka, Central Region, 1628, Uganda","(-0.331944, 31.710278, 0.0)",-0.331944,31.710278,0.0
5989,Edinburgh,"It's a joke and there should be measures on
Social distancing
Working from home
Paid sick pay
Closing schools/unis… https://t.co/j2LDqNlQfY","Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","(55.9533456, -3.1883749, 0.0)",55.9533456,-3.1883749,0.0
6031,home,"https://t.co/mri5ErYLym

pls read","Home, Steinheim, Kreis Höxter, Nordrhein-Westfalen, 32839, Deutschland","(51.8355515, 9.0458987, 0.0)",51.8355515,9.0458987,0.0
6032,"Philadelphia, PA",Global stock markets rebounded Tuesday from record-setting declines after President Donald Trump said he would ask… https://t.co/RzgCn8wUbI,"Philadelphia, Philadelphia County, Pennsylvania, United States of America","(39.9527237, -75.1635262, 0.0)",39.9527237,-75.1635262,0.0
6050,"New York, USA",@BleedinOrDyin @tedlieu @POTUS And it’s called coronavirus not “Wuhan Virus”,"New York, United States of America","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,0.0
6052,"Philadelphia, PA",who wants to get coronavirus at the chapo show in bk w me. I also need a dumpling spicier than what philadephia can… https://t.co/J8eznM8aRP,"Philadelphia, Philadelphia County, Pennsylvania, United States of America","(39.9527237, -75.1635262, 0.0)",39.9527237,-75.1635262,0.0
6065,Binary,Here are 13 claims Trump has made about coronavirus that have already gone down in flames https://t.co/gtahMFYRGu,"Binary, Boké, Guinée","(10.5070813, -14.6422347, 0.0)",10.5070813,-14.6422347,0.0
6074,Antrim,Coronavirus: 'Stop saying it's a bad flu' - Doctor fighting Italy outbreak shares dramatic account | World News | S… https://t.co/Sk3sdJ6snT,"Antrim County, Michigan, United States of America","(44.9947369, -85.1133189, 0.0)",44.9947369,-85.1133189,0.0
6083,#Narnia.!,Doctor in #Italy gives emotional account of working on the front lines of the #coronavirus outbreak https://t.co/aLqwwea1pN,"Narni, Terni, Umbria, 05035, Italia","(42.5195891, 12.5152257, 0.0)",42.5195891,12.5152257,0.0
6090,"Hong Kong, China","Shifting guidelines on coronavirus treatment in US could be ‘catastrophic’

https://t.co/LEzyEzXoTB","香港 Hong Kong, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 999077, China 中国","(22.2793278, 114.1628131, 0.0)",22.2793278,114.1628131,0.0
6096,Berlin,"@realDonaldTrump What will you do when you see a small Coronavirus ? Comdey MIX | WORLD
https://t.co/3wPpmaCKs1
Youtube: WORLD العالم","Berlin, 10117, Deutschland","(52.5170365, 13.3888599, 0.0)",52.5170365,13.3888599,0.0
6100,Scrambled,@Aryama_b Coronavirus and oda flu are mostly spread by caughting nd sneezing,"Scrambled, 910, Atlantic Avenue, Lake View, Virginia Beach, Virginia, 23451, United States of America","(36.8384093, -75.9725423, 0.0)",36.8384093,-75.9725423,0.0
6105,"Harrisburg, Pa","Last night @tiktok_us deleted my video. 
I guess they don't see the humor in it. #foryourpage #coronavirus #corona… https://t.co/QFFfGk02z9","Harrisburg, Dauphin County, Pennsylvania, United States of America","(40.2663107, -76.8861122, 0.0)",40.2663107,-76.8861122,0.0
6112,"Ewa Beach, HI",Coronavirus got flights so cheap this nigga In Paris lmao,"Ewa Beach, Honolulu County, Hawaii, 96706, United States of America","(21.315603, -158.008804, 0.0)",21.315603,-158.008804,0.0
6116,"Chinatown, Manhattan",Side hustle?,"Chinatown, Manhattan Community Board 2, Manhattan, New York County, New York, United States of America","(40.7164913, -73.9962504, 0.0)",40.7164913,-73.9962504,0.0
6121,"Maryland, USA","Gutfeld on the media and Democrats on the coronavirus

https://t.co/0TX9DeAOAx","Maryland, United States of America","(39.5162234, -76.9382069, 0.0)",39.5162234,-76.9382069,0.0
6122,Exam room 3,"This is false. In fact, more drug manufacturing occurs in the US, Europe and India than China. Moreover, most of wh… https://t.co/P88SkkkHQ6","Exam Court, Inglenook, Murphyville, Gwinnett County, Georgia, 30044, United States of America","(33.915876, -84.028262, 0.0)",33.915876,-84.028262,0.0
6133,"England, United Kingdom",imagine if ppl took getting their vaccines as seriously as they take stockpiling for coronavirus like 🤔,"England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)",52.7954791,-0.5402402866174321,0.0
6138,UK,"UK Government, please take note. https://t.co/kp9w6MRMDW",United Kingdom,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,0.0
6148,South Africa,"I don’t want to speak professionally about corona and travel (my expertise) cause people don’t THINK, research or l… https://t.co/Ea1F9vBY4H",South Africa,"(-28.8166236, 24.991639, 0.0)",-28.8166236,24.991639,0.0
6157,"Pittsburgh, PA","#thoughtexperiment How many people, news outlets, etc are using the COVD-19 name versus the coronavirus name? 

One… https://t.co/xWntNputos","Pittsburgh, Allegheny County, Pennsylvania, 15262, United States of America","(40.4416941, -79.9900861, 0.0)",40.4416941,-79.9900861,0.0
